x0_1;x0_2;x1*;x2*;y*;f_calls;g_calls
7,87026;3,91646;1,00594;2,99406;7,06602e-05;1;59
-2,407;-1,09032;1,00623;2,99377;7,77413e-05;1;38
2,42994;7,80875;0,993653;3,00635;8,05754e-05;1;53
7,29359;5,39314;1,00594;2,99406;7,04493e-05;1;55
7,12087;4,18045;1,00609;2,99391;7,41557e-05;1;57
-0,493572;-8,63565;1,00598;2,99402;7,14933e-05;1;64
-7,51608;3,15307;0,993691;3,00631;7,96149e-05;1;62
7,51678;0,524084;1,00589;2,99411;6,93914e-05;1;63
8,48025;-7,57231;1,00628;2,99372;7,89794e-05;1;69
2,0364;0,762159;1,00615;2,99385;7,56653e-05;1;53
-5,40466;2,16664;0,99382;3,00618;7,63861e-05;1;58
-4,79072;-5,31218;1,00585;2,99415;6,8393e-05;1;51
-1,6558;-2,11673;1,00634;2,99366;8,043e-05;1;50
-0,626823;5,20439;0,99417;3,00583;6,79702e-05;1;55
7,70625;1,57242;1,00592;2,99408;7,0086e-05;1;62
-4,9605;-6,63103;1,00621;2,99379;7,70226e-05;1;54
8,79932;-5,84627;1,00579;2,99421;6,71483e-05;1;69
-9,63646;-3,11615;0,99381;3,00619;7,66418e-05;1;56
-6,28844;-6,09019;1,00573;2,99427;6,57112e-05;1;48
-1,64283;1,06321;0,994202;3,0058;6,72282e-05;1;39
8,61359;8,09697;1,00584;2,99416;6,81305e-05;1;51
-1,33642;6,67503;0,993999;3,006;7,20352e-05;1;59
0,569789;6,55294;0,993939;3,00606;7,34682e-05;1;55
-0,725092;-3,21024;1,00614;2,99386;7,54542e-05;1;56
3,62434;0,714345;1,00605;2,99395;7,32452e-05;1;57
3,6318;-1,22375;1,00616;2,99384;7,58849e-05;1;60
-1,61379;-1,02469;1,00616;2,99384;7,58201e-05;1;45
-6,34917;-4,02964;0,993905;3,0061;7,43084e-05;1;31
-9,53773;1,14811;0,993679;3,00632;7,99216e-05;1;62
7,01849;1,81904;1,00582;2,99418;6,77883e-05;1;61
7,39071;-4,27217;1,00587;2,99413;6,89526e-05;1;67
-7,73962;4,29328;0,994086;3,00591;6,99623e-05;1;64
6,41323;-9,85318;1,00636;2,99364;8,08616e-05;1;69
5,13187;-5,39203;1,00598;2,99402;7,15253e-05;1;66
8,12009;-5,63726;1,00609;2,99391;7,42878e-05;1;68
-7,8534;-4,45462;0,993896;3,0061;7,45237e-05;1;45
