x1*;x2*;
5,46418;10,6704
8,60883;11,6847
-3,19407;-4,21419
2,9735;0,668564
2,86038;1,5851
1,88135;2,34673
1,21093;2,47122
0,574365;3,06873
0,249034;4,11773
-0,365987;4,92631
-2,12647;5,96444
-3,1245;6,53124
-3,78168;7,51212
-3,07126;7,72675
-1,85941;6,2241
-1,00721;4,46033
0,646026;3,29681
0,817244;3,25836
0,952133;3,08703
0,95524;2,99143
1,02223;2,88922
1,29069;2,71276
1,35536;2,68784
1,34381;2,67689
1,23214;2,72577
1,12369;2,87276
1,08006;2,93022
1,02982;2,96495
1,01729;2,98556
1,00715;2,99164
1,00441;2,99612
1,00215;2,99768
1,00124;2,99878
1,00067;2,99935
