x1*;x2*;
-5,45902;0,253465
-4,68394;0,583049
-4,00187;0,873083
-3,40164;1,12831
-2,87345;1,35292
-2,40863;1,55057
-1,9996;1,7245
-1,63965;1,87756
-1,32289;2,01225
-1,04414;2,13078
-0,798844;2,23509
-0,582983;2,32688
-0,393025;2,40765
-0,225862;2,47873
-0,0787587;2,54129
0,0506924;2,59633
0,164609;2,64477
0,264856;2,6874
0,353073;2,72491
0,430705;2,75792
0,49902;2,78697
0,559138;2,81253
0,612041;2,83503
0,658596;2,85483
0,699565;2,87225
0,735617;2,88758
0,767343;2,90107
0,795262;2,91294
0,81983;2,92339
0,841451;2,93258
0,860477;2,94067
0,877219;2,94779
0,891953;2,95406
0,904919;2,95957
0,916328;2,96442
0,926369;2,96869
0,935205;2,97245
0,94298;2,97575
0,949823;2,97866
0,955844;2,98122
0,961143;2,98348
0,965805;2,98546
0,969909;2,9872
0,97352;2,98874
0,976697;2,99009
0,979494;2,99128
0,981954;2,99233
0,98412;2,99325
0,986026;2,99406
0,987702;2,99477
0,989178;2,9954
0,990477;2,99595
0,99162;2,99644
0,992625;2,99686
0,99351;2,99724
