x1*;x2*;
-5,97281;0,0349902
-5,62417;0,183241
-5,29296;0,324079
-4,97831;0,457875
-4,6794;0,584981
-4,39543;0,705732
-4,12566;0,820445
-3,86937;0,929423
-3,6259;1,03295
-3,39461;1,1313
-3,17488;1,22474
-2,96613;1,3135
-2,76783;1,39783
-2,57944;1,47794
-2,40046;1,55404
-2,23044;1,62634
-2,06892;1,69502
-1,91547;1,76027
-1,7697;1,82226
-1,63121;1,88114
-1,49965;1,93709
-1,37467;1,99023
-1,25594;2,04072
-1,14314;2,08868
-1,03598;2,13425
-0,934185;2,17754
-0,837476;2,21866
-0,745602;2,25773
-0,658322;2,29484
-0,575406;2,3301
-0,496635;2,36359
-0,421804;2,39541
-0,350713;2,42564
-0,283178;2,45436
-0,219019;2,48164
-0,158068;2,50756
-0,100164;2,53218
-0,0451563;2,55557
0,00710155;2,5778
0,0567465;2,59891
0,103909;2,61896
0,148714;2,63801
0,191278;2,65611
0,231714;2,67331
0,270128;2,68964
0,306622;2,70516
0,341291;2,7199
0,374226;2,73391
0,405515;2,74721
0,435239;2,75985
0,463477;2,77186
0,490303;2,78326
0,515788;2,7941
0,539999;2,8044
0,562999;2,81418
0,584849;2,82347
0,605607;2,83229
0,625326;2,84068
0,64406;2,84865
0,661857;2,85621
0,678764;2,8634
0,694826;2,87023
0,710085;2,87672
0,72458;2,88288
0,738351;2,88874
0,751434;2,8943
0,763862;2,89959
0,775669;2,90461
0,786886;2,90938
0,797541;2,91391
0,807664;2,91821
0,817281;2,9223
0,826417;2,92619
0,835096;2,92988
0,843341;2,93338
0,851174;2,93672
0,858615;2,93988
0,865685;2,94289
0,8724;2,94574
0,87878;2,94845
0,884841;2,95103
0,890599;2,95348
0,896069;2,95581
0,901266;2,95802
0,906203;2,96012
0,910892;2,96211
0,915348;2,964
0,91958;2,9658
0,923601;2,96751
0,927421;2,96914
0,93105;2,97068
0,934498;2,97215
0,937773;2,97354
0,940884;2,97486
0,94384;2,97612
0,946648;2,97731
0,949316;2,97845
0,95185;2,97953
0,954257;2,98055
0,956544;2,98152
0,958717;2,98245
0,960781;2,98332
0,962742;2,98416
0,964605;2,98495
0,966375;2,9857
0,968056;2,98642
0,969653;2,9871
0,971171;2,98774
0,972612;2,98835
0,973982;2,98894
0,975283;2,98949
0,976518;2,99002
0,977692;2,99051
0,978808;2,99099
0,979867;2,99144
0,980874;2,99187
0,98183;2,99227
0,982739;2,99266
