x1*;x2*;
-1,42147;4,37539
-0,760893;4,65628
-0,54296;4,5325
-0,38448;4,38343
-0,245613;4,24551
-0,12101;4,121
-0,00890494;4,0089
0,091986;3,90801
0,182787;3,81721
0,264509;3,73549
0,338058;3,66194
0,404252;3,59575
0,463827;3,53617
0,517444;3,48256
0,5657;3,4343
0,60913;3,39087
0,648217;3,35178
0,683395;3,3166
0,715056;3,28494
0,74355;3,25645
0,769195;3,2308
0,792276;3,20772
0,813048;3,18695
0,831743;3,16826
0,848569;3,15143
0,863712;3,13629
0,877341;3,12266
0,889607;3,11039
0,900646;3,09935
0,910581;3,08942
0,919523;3,08048
0,927571;3,07243
0,934814;3,06519
0,941332;3,05867
0,947199;3,0528
0,952479;3,04752
0,957231;3,04277
0,961508;3,03849
0,965357;3,03464
0,968822;3,03118
0,97194;3,02806
0,974746;3,02525
0,977271;3,02273
0,979544;3,02046
0,98159;3,01841
0,983431;3,01657
0,985088;3,01491
0,986579;3,01342
0,987921;3,01208
0,989129;3,01087
0,990216;3,00978
0,991194;3,00881
0,992075;3,00793
0,992867;3,00713
0,993581;3,00642
0,994223;3,00578
